,Date,Company,Market,StatCaseVolume,StatCaseBaseVolume,StatCaseInc'lVolume,DollarSales,BaseDollars,IncrementalDollars,ACVWtdDist,AvgItemsperStore,AvgPrice/Vol,AvgWklyVolumeSalesper$MMACV,WklyTtlDistPoints,"WtdAvg%PrcRed,AnyMerch","WtdAvg%PrcRed,Feature&/orDisplay","WtdAvg%PrcRed,PrcRedOnly",WtdBasePriceperVolume,"%BaseVolume,AnyMerch","%BaseVolume,Feature&/orDisplay","%BaseVolume,PrcRedOnly",MarkdownDollars
18884,Week9,Competitor1,Region41,61,82,94,19,79,93,20,56,24,41,34,80,63,95,51,19,81,94,31
18885,Week10,Competitor1,Region41,14,91,45,16,15,95,22,15,60,12,10,91,52,27,9,50,1,54,44
18886,Week11,Competitor1,Region41,96,45,98,73,39,21,50,46,91,56,21,56,45,8,4,75,78,13,33
18887,Week12,Competitor1,Region41,75,57,74,2,88,62,91,82,23,70,2,69,20,22,1,94,31,61,20
18888,Week13,Competitor1,Region41,36,20,79,42,22,97,6,92,16,97,67,51,66,80,14,80,85,87,98
18889,Week14,Competitor1,Region41,31,62,29,40,49,19,79,91,27,47,81,69,8,54,97,44,72,43,64
18890,Week15,Competitor1,Region41,82,89,20,72,93,50,13,99,79,26,30,4,88,87,51,54,89,52,95
18891,Week16,Competitor1,Region41,48,73,3,19,70,22,42,54,24,54,16,11,84,82,24,57,31,21,12
18892,Week17,Competitor1,Region41,67,17,84,84,96,55,70,63,70,19,4,6,97,88,62,15,81,73,82
18893,Week18,Competitor1,Region41,65,56,93,53,7,22,7,43,31,14,41,88,13,68,39,5,97,60,48
18894,Week19,Competitor1,Region41,49,87,99,68,10,35,81,97,35,6,50,51,100,61,43,5,87,34,79
18895,Week20,Competitor1,Region41,22,99,94,68,31,42,43,8,26,41,4,27,36,58,32,31,51,68,8
18896,Week21,Competitor1,Region41,3,42,65,14,65,7,49,22,70,42,29,21,41,57,75,24,62,46,15
18897,Week22,Competitor1,Region41,13,96,63,98,99,55,99,77,20,75,46,38,5,53,1,94,99,76,22
18898,Week23,Competitor1,Region41,30,23,38,29,69,45,53,9,89,65,23,61,85,32,61,59,48,18,25
18899,Week24,Competitor1,Region41,97,0,5,44,77,58,89,10,56,34,35,30,66,81,73,51,44,77,20
18900,Week25,Competitor1,Region41,18,91,0,52,98,46,66,12,30,45,56,95,59,66,50,90,19,42,51
18901,Week26,Competitor1,Region41,45,72,59,61,100,6,40,2,7,12,84,45,92,55,7,95,20,21,42
18902,Week27,Competitor1,Region41,53,1,28,5,21,100,83,81,51,12,61,4,20,7,74,2,40,74,53
18903,Week28,Competitor1,Region41,73,9,18,80,39,72,33,37,76,98,1,55,60,52,52,47,22,79,62
18904,Week29,Competitor1,Region41,88,80,91,33,76,37,82,76,82,35,91,88,40,34,45,85,36,9,58
18905,Week30,Competitor1,Region41,51,74,7,63,50,7,95,64,93,31,72,95,8,70,65,82,6,39,51
18906,Week31,Competitor1,Region41,95,63,11,70,56,95,59,26,57,79,93,9,13,71,74,86,80,61,62
18907,Week32,Competitor1,Region41,95,37,64,9,68,100,98,40,75,93,46,77,90,48,22,37,74,13,89
18908,Week33,Competitor1,Region41,25,28,53,59,31,5,2,45,12,21,60,91,39,98,42,94,80,85,73
18909,Week34,Competitor1,Region41,92,25,1,61,76,57,45,41,78,19,88,81,72,91,68,61,69,42,36
18910,Week35,Competitor1,Region41,44,100,33,67,44,12,81,3,58,8,19,2,54,98,62,41,18,57,92
18911,Week36,Competitor1,Region41,70,2,25,24,94,11,85,39,34,93,97,98,90,78,34,63,92,88,40
18912,Week37,Competitor1,Region41,83,12,50,65,79,46,89,32,20,20,50,21,19,63,57,18,54,39,74
18913,Week38,Competitor1,Region41,69,6,35,9,44,66,30,15,96,68,3,92,100,64,46,5,8,91,84
18914,Week39,Competitor1,Region41,53,23,21,26,51,43,92,11,78,3,49,33,88,16,28,75,4,10,37
18915,Week40,Competitor1,Region41,25,87,75,65,82,88,75,83,37,54,13,98,70,6,99,45,42,21,71
18916,Week41,Competitor1,Region41,5,61,41,24,90,50,61,74,62,31,69,62,60,9,72,16,78,71,63
18917,Week42,Competitor1,Region41,85,55,47,50,16,67,26,80,62,95,44,57,7,64,55,91,84,43,27
18918,Week43,Competitor1,Region41,48,96,34,7,19,79,23,60,93,18,81,100,72,22,2,86,17,71,75
18919,Week44,Competitor1,Region41,42,30,99,82,7,7,29,87,6,55,13,51,58,98,75,90,56,14,22
18920,Week45,Competitor1,Region41,66,33,82,2,70,92,18,3,80,27,44,46,48,18,15,52,38,100,37
18921,Week46,Competitor1,Region41,32,45,30,9,62,26,67,49,70,88,17,82,1,40,61,11,19,20,37
18922,Week47,Competitor1,Region41,100,27,76,51,99,50,70,52,42,89,10,3,0,29,57,10,38,28,40
18923,Week48,Competitor1,Region41,31,31,88,0,31,27,54,59,86,2,23,40,90,44,36,80,50,89,39
18924,Week49,Competitor1,Region41,70,14,15,58,93,91,83,67,57,88,99,87,41,95,9,62,50,85,88
18925,Week50,Competitor1,Region41,98,61,7,36,87,10,78,55,18,5,92,84,56,89,96,45,23,23,97
18926,Week51,Competitor1,Region41,63,61,93,56,71,80,82,40,1,41,97,92,64,41,98,91,22,90,36
18927,Week52,Competitor1,Region41,90,72,28,76,75,76,21,35,83,74,87,41,94,88,38,25,22,62,51
18928,Week53,Competitor1,Region41,59,99,33,33,10,44,82,7,5,66,21,33,44,58,80,14,50,83,57
18929,Week54,Competitor1,Region41,45,65,0,76,12,7,37,31,32,37,58,75,68,16,7,11,63,64,84
18930,Week55,Competitor1,Region41,1,96,53,49,95,8,79,86,19,99,72,68,75,36,98,20,50,2,87
18931,Week56,Competitor1,Region41,99,48,56,81,13,8,90,69,31,25,26,32,23,69,71,20,10,47,52
18932,Week57,Competitor1,Region41,42,52,43,3,36,92,36,44,63,33,79,68,40,3,23,65,80,64,70
18933,Week58,Competitor1,Region41,33,14,44,1,38,74,62,98,67,11,53,17,33,35,98,96,14,55,85
18934,Week59,Competitor1,Region41,35,55,49,82,24,64,79,77,14,11,50,19,56,5,12,47,8,76,47
18935,Week60,Competitor1,Region41,21,63,7,68,33,51,70,66,35,34,76,3,2,92,45,28,14,35,14
18936,Week61,Competitor1,Region41,44,37,16,97,96,41,26,100,94,86,35,48,75,63,83,0,12,12,45
18937,Week62,Competitor1,Region41,71,69,5,35,51,90,50,86,18,97,81,10,50,36,49,54,89,41,57
18938,Week63,Competitor1,Region41,51,71,100,87,44,78,37,86,59,27,4,72,47,13,43,65,66,88,26
18939,Week64,Competitor1,Region41,70,23,18,52,8,50,82,43,13,30,1,55,35,76,94,88,45,22,17
18940,Week65,Competitor1,Region41,55,57,54,91,30,50,59,79,24,38,44,19,14,28,58,8,24,37,51
18941,Week66,Competitor1,Region41,16,56,17,64,20,45,32,57,71,93,30,45,8,60,30,1,49,90,100
18942,Week67,Competitor1,Region41,55,43,50,52,5,7,92,96,69,95,94,43,71,55,63,56,51,22,34
18943,Week68,Competitor1,Region41,29,35,52,69,48,7,73,27,4,18,82,81,43,82,96,56,26,61,1
18944,Week69,Competitor1,Region41,75,66,41,65,0,12,83,98,1,83,4,8,66,15,3,76,87,0,82
18945,Week70,Competitor1,Region41,88,53,94,98,14,70,62,38,93,34,97,46,75,28,68,59,65,50,16
18946,Week71,Competitor1,Region41,95,93,25,74,92,85,79,10,31,77,95,3,57,95,16,92,22,19,53
18947,Week72,Competitor1,Region41,84,9,70,43,21,12,96,20,6,64,19,98,88,12,42,29,26,30,46
18948,Week73,Competitor1,Region41,90,66,43,18,81,65,81,80,2,50,58,82,15,70,3,15,97,36,98
18949,Week74,Competitor1,Region41,81,1,4,76,3,27,60,15,9,4,10,3,63,75,84,79,19,34,53
18950,Week75,Competitor1,Region41,15,65,64,93,57,26,27,33,85,19,47,68,88,6,40,10,57,87,83
18951,Week76,Competitor1,Region41,51,32,57,34,82,64,69,60,58,84,72,7,50,72,52,4,80,31,71
18952,Week77,Competitor1,Region41,3,30,71,53,60,93,23,6,87,4,31,17,34,42,29,15,73,64,100
18953,Week78,Competitor1,Region41,49,73,92,26,12,52,77,0,52,4,20,0,98,83,43,98,46,63,49
18954,Week79,Competitor1,Region41,90,29,71,17,92,37,98,0,16,46,83,39,0,82,12,71,14,84,67
18955,Week80,Competitor1,Region41,26,26,59,51,56,90,89,43,100,44,4,83,99,25,82,70,62,82,89
18956,Week81,Competitor1,Region41,28,97,16,22,64,57,21,77,76,47,10,62,39,84,45,8,37,93,74
18957,Week82,Competitor1,Region41,94,41,15,12,21,41,61,6,93,48,47,80,89,71,85,43,52,52,73
18958,Week83,Competitor1,Region41,75,76,24,60,100,22,55,12,10,96,72,97,81,47,21,91,80,36,40
18959,Week84,Competitor1,Region41,23,41,73,89,0,83,94,35,14,75,41,47,50,81,93,90,18,56,63
18960,Week85,Competitor1,Region41,47,10,46,55,71,67,62,29,97,76,46,95,98,78,82,81,56,90,80
18961,Week86,Competitor1,Region41,88,8,49,40,78,68,20,15,56,53,80,22,65,36,47,47,38,49,79
18962,Week87,Competitor1,Region41,74,49,72,83,41,55,24,64,38,32,21,100,73,24,34,66,64,62,13
18963,Week88,Competitor1,Region41,40,11,83,17,90,99,4,15,91,71,95,0,66,31,46,91,20,56,40
18964,Week89,Competitor1,Region41,25,32,40,39,28,65,83,52,23,38,53,7,88,25,72,27,86,4,66
18965,Week90,Competitor1,Region41,39,77,9,69,87,63,54,51,10,78,48,94,21,51,70,43,37,10,39
18966,Week91,Competitor1,Region41,48,38,25,59,1,3,60,76,13,88,20,39,92,28,76,45,24,55,31
18967,Week92,Competitor1,Region41,47,16,1,79,67,26,35,69,48,70,17,62,33,72,54,79,99,59,24
18968,Week93,Competitor1,Region41,37,81,1,77,57,37,53,65,85,47,50,78,6,53,5,1,72,74,12
18969,Week94,Competitor1,Region41,42,89,2,6,41,28,7,13,86,61,53,7,69,45,46,63,81,42,53
18970,Week95,Competitor1,Region41,14,81,28,25,23,5,84,57,8,96,44,28,12,44,97,13,60,15,12
18971,Week96,Competitor1,Region41,30,100,65,80,55,37,57,89,19,46,92,50,22,87,56,34,45,19,26
18972,Week97,Competitor1,Region41,21,30,87,57,66,50,18,7,20,44,92,26,75,62,25,81,72,54,99
18973,Week98,Competitor1,Region41,34,75,81,29,84,90,16,83,60,22,34,90,66,37,9,84,0,0,4
18974,Week99,Competitor1,Region41,20,54,62,95,58,70,89,61,64,83,79,41,23,94,92,34,25,34,24
18975,Week100,Competitor1,Region41,100,27,64,57,20,75,20,96,21,41,54,29,77,4,86,62,66,73,45
18976,Week101,Competitor1,Region41,2,94,52,61,1,99,79,56,48,77,83,84,19,52,7,69,64,16,62
18977,Week102,Competitor1,Region41,79,27,30,96,88,4,82,1,88,96,64,4,61,21,47,99,40,49,84
18978,Week103,Competitor1,Region41,62,32,97,65,86,28,6,33,51,68,92,59,18,56,47,30,45,19,38
18979,Week104,Competitor1,Region41,45,98,95,46,83,33,35,44,4,17,79,50,19,62,98,21,41,75,97
18980,Week105,Competitor1,Region41,60,22,19,31,39,95,43,81,95,4,39,40,27,49,27,73,58,52,76
18981,Week106,Competitor1,Region41,75,99,65,8,70,68,12,89,93,98,46,51,76,77,31,78,71,28,66
18982,Week107,Competitor1,Region41,19,38,39,61,23,54,3,44,89,87,44,35,50,53,57,69,5,73,62
18983,Week108,Competitor1,Region41,98,65,16,94,3,78,74,85,1,79,60,88,72,46,45,72,10,31,37
18984,Week109,Competitor1,Region41,53,5,2,41,51,57,65,55,69,90,2,60,6,30,86,15,24,18,92
18985,Week110,Competitor1,Region41,46,42,19,8,2,57,88,80,96,7,92,92,49,59,79,18,41,64,82
18986,Week111,Competitor1,Region41,81,57,4,12,53,75,96,3,30,97,34,74,86,67,24,91,67,54,12
18987,Week112,Competitor1,Region41,9,54,53,73,43,25,38,42,14,85,5,7,46,24,38,28,9,74,83
18988,Week113,Competitor1,Region41,28,69,78,38,51,54,39,88,11,86,88,7,78,60,76,8,9,36,31
18989,Week114,Competitor1,Region41,83,15,72,52,54,31,37,14,34,9,73,92,10,23,32,3,68,42,94
18990,Week115,Competitor1,Region41,59,0,78,27,51,37,87,2,62,74,7,86,52,85,86,32,92,3,55
18991,Week116,Competitor1,Region41,16,41,42,56,36,95,51,0,36,28,64,55,26,52,15,53,39,36,100
18992,Week117,Competitor1,Region41,85,68,50,67,27,21,8,97,88,6,93,98,96,80,40,47,5,55,98
18993,Week118,Competitor1,Region41,93,84,59,64,95,3,11,18,85,21,44,52,57,2,19,92,45,27,74
18994,Week119,Competitor1,Region41,20,11,9,57,30,89,82,65,62,60,31,44,59,52,2,85,77,67,57
18995,Week120,Competitor1,Region41,73,55,96,77,62,68,31,15,28,14,98,42,41,96,49,6,14,80,23
18996,Week121,Competitor1,Region41,67,27,33,54,0,57,33,65,81,33,52,45,37,3,60,72,15,6,53
18997,Week122,Competitor1,Region41,33,79,65,90,51,70,10,26,78,59,50,100,8,9,15,25,93,44,73
18998,Week123,Competitor1,Region41,31,20,41,76,37,9,46,52,15,77,48,100,22,62,82,46,22,3,97
18999,Week124,Competitor1,Region41,87,8,34,59,77,97,79,74,49,18,14,75,87,98,35,30,58,5,89
19000,Week125,Competitor1,Region41,71,70,41,77,14,18,17,95,88,14,46,40,68,79,58,89,88,31,34
19001,Week126,Competitor1,Region41,45,25,99,75,42,97,56,68,36,75,70,60,65,19,27,88,6,11,73
19002,Week127,Competitor1,Region41,16,71,12,6,25,12,38,85,91,35,68,25,76,19,23,4,99,94,34
19003,Week128,Competitor1,Region41,99,11,2,89,92,20,13,21,81,63,88,5,29,16,89,47,61,28,53
19004,Week129,Competitor1,Region41,64,37,48,50,38,48,75,19,58,39,89,57,66,27,15,63,53,34,4
19005,Week130,Competitor1,Region41,32,5,37,86,100,77,43,99,69,97,22,38,58,14,18,21,41,63,70
19006,Week131,Competitor1,Region41,40,36,31,78,61,46,95,62,72,66,9,46,99,49,77,99,48,22,65
19007,Week132,Competitor1,Region41,9,11,4,48,30,65,88,31,77,85,35,19,63,7,35,0,1,10,12
19008,Week133,Competitor1,Region41,47,17,6,22,6,7,65,98,36,65,89,83,82,93,13,3,90,39,18
19009,Week134,Competitor1,Region41,39,69,39,22,91,85,59,1,55,36,59,52,2,83,4,92,97,10,53
19010,Week135,Competitor1,Region41,39,1,7,27,24,72,11,32,28,98,69,58,23,55,71,77,46,99,27
19011,Week136,Competitor1,Region41,80,49,11,81,45,62,72,92,71,92,65,46,94,17,35,52,84,98,85
19012,Week137,Competitor1,Region41,28,66,64,51,29,1,85,44,51,15,53,31,16,47,0,94,81,59,3
19013,Week138,Competitor1,Region41,28,9,83,66,74,51,56,92,19,76,56,40,86,91,31,83,76,60,16
19014,Week139,Competitor1,Region41,33,68,42,61,46,50,30,49,45,16,44,12,57,86,34,96,91,49,85
19015,Week140,Competitor1,Region41,96,82,11,83,35,58,14,83,85,81,13,83,98,92,37,83,58,40,92
19016,Week141,Competitor1,Region41,65,12,0,47,6,66,65,50,14,19,65,73,49,77,80,82,40,1,1
19017,Week142,Competitor1,Region41,13,80,46,97,78,73,59,75,89,5,52,22,56,7,55,55,59,28,64
19018,Week143,Competitor1,Region41,90,33,77,43,3,76,54,66,10,25,8,58,19,5,0,71,49,52,46
19019,Week144,Competitor1,Region41,67,18,77,8,3,76,55,99,75,57,8,64,35,46,95,57,28,34,88
19020,Week145,Competitor1,Region41,85,3,96,16,65,95,90,93,61,44,71,87,23,2,53,68,0,67,34
19021,Week146,Competitor1,Region41,70,40,12,24,73,39,31,52,68,86,74,40,46,87,39,87,71,31,95
19022,Week147,Competitor1,Region41,52,70,78,4,22,1,62,18,100,7,34,46,41,9,1,14,30,46,67
19023,Week148,Competitor1,Region41,57,31,35,82,2,26,44,67,31,3,2,78,8,1,95,20,79,86,10
19024,Week149,Competitor1,Region41,82,45,50,88,36,91,0,77,17,34,61,36,39,92,70,85,94,51,84
19025,Week150,Competitor1,Region41,64,45,54,90,2,78,71,93,59,18,68,5,65,34,35,46,60,16,13
19026,Week151,Competitor1,Region41,92,17,2,3,28,14,13,30,91,20,99,27,49,35,65,5,39,80,6
19027,Week152,Competitor1,Region41,98,54,39,49,12,2,66,87,38,89,52,72,87,57,17,86,13,19,76
19028,Week153,Competitor1,Region41,5,59,92,32,13,47,45,19,10,36,66,22,100,65,73,65,48,25,43
19029,Week154,Competitor1,Region41,85,74,69,92,98,15,81,55,37,63,85,71,17,81,39,39,30,66,94
19030,Week155,Competitor1,Region41,78,24,5,95,87,3,24,52,34,60,6,26,83,35,72,41,5,21,98
19031,Week156,Competitor1,Region41,17,12,44,4,54,48,2,86,31,24,10,23,58,3,78,6,39,67,41
19032,Week1,Competitor2,Region41,66,59,58,54,28,96,85,27,12,12,6,15,0,2,87,79,38,24,1
19033,Week2,Competitor2,Region41,34,77,60,93,64,12,96,33,4,40,64,54,49,57,33,30,20,31,91
19034,Week3,Competitor2,Region41,46,70,68,71,10,77,12,85,39,53,10,47,36,43,90,80,14,84,38
19035,Week4,Competitor2,Region41,4,100,86,0,38,87,15,90,34,80,7,93,3,77,11,10,72,6,71
19036,Week5,Competitor2,Region41,46,29,6,6,9,11,66,97,4,25,60,53,79,64,84,94,57,13,69
19037,Week6,Competitor2,Region41,68,55,9,41,49,5,0,26,40,41,43,64,34,84,78,58,20,44,25
19038,Week7,Competitor2,Region41,23,38,61,29,62,50,99,15,40,58,34,77,57,44,43,51,17,1,98
19039,Week8,Competitor2,Region41,40,21,59,100,21,100,40,79,47,4,88,34,3,15,48,90,24,34,92
19040,Week9,Competitor2,Region41,25,35,88,87,28,95,75,87,48,70,69,41,85,54,76,61,22,29,71
19041,Week10,Competitor2,Region41,75,43,30,73,71,12,87,100,8,46,95,88,90,41,20,37,3,94,27
19042,Week11,Competitor2,Region41,59,70,17,66,33,39,73,82,45,46,53,90,33,12,84,100,13,77,37
19043,Week12,Competitor2,Region41,73,41,33,37,73,20,73,13,67,45,61,20,24,42,28,12,89,14,9
19044,Week13,Competitor2,Region41,42,47,1,24,87,31,93,67,17,66,74,67,21,11,90,93,53,46,32
19045,Week14,Competitor2,Region41,56,33,63,64,88,57,84,30,82,87,43,0,28,55,59,54,91,50,21
19046,Week15,Competitor2,Region41,34,68,57,37,12,2,65,75,39,85,81,30,51,52,11,20,74,94,23
19047,Week16,Competitor2,Region41,61,5,7,68,75,92,10,17,42,89,27,31,97,78,93,37,82,57,88
19048,Week17,Competitor2,Region41,79,10,69,53,31,62,86,62,81,53,84,91,92,20,92,56,82,39,61
19049,Week18,Competitor2,Region41,22,33,78,60,61,64,97,37,51,16,55,62,33,25,1,59,50,27,10
19050,Week19,Competitor2,Region41,60,99,80,29,31,50,44,17,34,13,68,53,97,13,36,34,82,38,69
19051,Week20,Competitor2,Region41,2,28,40,30,23,39,32,22,39,76,50,13,76,34,69,58,40,36,25
19052,Week21,Competitor2,Region41,24,46,58,1,62,12,82,76,100,19,52,22,16,17,89,86,44,54,6
19053,Week22,Competitor2,Region41,13,12,76,52,61,99,62,77,40,76,22,67,79,86,72,66,73,87,71
19054,Week23,Competitor2,Region41,94,29,39,58,74,64,45,92,18,33,27,70,85,29,89,42,13,4,87
19055,Week24,Competitor2,Region41,8,50,96,2,15,60,51,55,17,76,24,51,56,17,42,14,22,20,80
19056,Week25,Competitor2,Region41,36,14,55,47,52,7,65,6,62,85,64,58,91,42,22,69,36,16,13
19057,Week26,Competitor2,Region41,39,83,56,67,92,31,77,2,3,5,42,42,11,3,23,96,86,75,72
19058,Week27,Competitor2,Region41,53,72,48,74,39,2,73,62,47,64,94,1,18,14,12,54,56,43,43
19059,Week28,Competitor2,Region41,4,40,38,54,58,16,17,22,100,4,79,43,13,14,87,30,94,81,65
19060,Week29,Competitor2,Region41,52,34,82,100,2,29,96,55,33,96,87,100,46,99,3,42,55,92,60
19061,Week30,Competitor2,Region41,23,73,58,28,97,57,59,78,98,60,39,72,55,31,44,64,50,40,13
19062,Week31,Competitor2,Region41,6,93,40,57,15,61,88,89,71,60,95,17,69,66,58,21,31,18,66
19063,Week32,Competitor2,Region41,0,89,81,33,8,66,79,97,51,22,40,79,15,92,89,78,39,59,69
19064,Week33,Competitor2,Region41,62,39,30,43,70,42,64,82,85,65,59,90,14,76,55,34,79,82,78
19065,Week34,Competitor2,Region41,92,3,100,25,17,59,44,33,45,90,81,36,31,27,30,46,58,28,16
19066,Week35,Competitor2,Region41,88,1,97,49,24,100,34,20,97,76,2,3,2,33,81,59,14,59,38
19067,Week36,Competitor2,Region41,12,62,90,61,100,60,37,64,79,88,51,81,11,75,97,84,80,21,86
19068,Week37,Competitor2,Region41,44,88,88,45,38,24,89,53,54,86,55,11,27,96,14,64,27,22,52
19069,Week38,Competitor2,Region41,81,55,8,42,85,58,44,32,62,89,97,100,4,49,31,66,51,87,3
19070,Week39,Competitor2,Region41,23,75,76,29,99,44,39,71,0,34,49,53,7,100,68,19,92,16,25
19071,Week40,Competitor2,Region41,67,92,50,92,20,50,73,94,61,22,79,10,5,23,5,16,62,9,87
19072,Week41,Competitor2,Region41,20,73,100,18,93,9,78,54,54,50,37,44,70,98,25,26,96,85,87
19073,Week42,Competitor2,Region41,70,40,100,100,15,86,51,100,77,53,81,57,26,23,69,59,67,69,53
19074,Week43,Competitor2,Region41,42,41,38,45,4,35,46,14,11,65,74,49,50,89,0,59,87,37,69
19075,Week44,Competitor2,Region41,96,64,55,88,75,78,42,99,33,100,16,88,51,99,14,12,77,26,77
19076,Week45,Competitor2,Region41,86,50,4,89,62,15,26,46,9,68,21,11,12,81,69,6,69,57,27
19077,Week46,Competitor2,Region41,3,46,60,49,9,60,92,98,17,49,53,43,37,3,96,65,37,71,3
19078,Week47,Competitor2,Region41,85,10,55,55,29,23,63,53,37,16,78,27,39,46,13,64,85,47,59
19079,Week48,Competitor2,Region41,50,28,47,33,96,17,64,98,13,30,54,60,47,18,24,53,87,71,68
19080,Week49,Competitor2,Region41,63,49,98,83,71,79,89,67,88,53,50,7,86,50,24,88,2,95,58
19081,Week50,Competitor2,Region41,6,50,33,61,17,86,45,99,86,79,40,13,62,35,87,73,46,58,40
19082,Week51,Competitor2,Region41,23,84,71,16,27,13,78,64,49,60,72,61,1,89,64,59,65,85,3
19083,Week52,Competitor2,Region41,56,41,57,25,38,79,44,2,35,84,31,38,41,99,27,71,3,7,23
19084,Week53,Competitor2,Region41,93,0,76,96,50,48,40,61,49,2,42,78,45,45,23,61,39,81,53
19085,Week54,Competitor2,Region41,47,48,44,70,98,31,2,17,79,90,1,61,38,9,10,96,8,57,37
19086,Week55,Competitor2,Region41,81,87,67,44,25,61,24,43,29,6,98,69,77,83,92,11,22,15,84
19087,Week56,Competitor2,Region41,64,21,50,43,69,78,95,65,2,29,80,88,80,19,22,62,34,15,88
19088,Week57,Competitor2,Region41,55,2,1,8,19,54,80,57,60,61,63,25,90,10,76,4,5,77,51
19089,Week58,Competitor2,Region41,10,63,10,61,15,7,86,2,81,66,27,90,60,58,18,39,22,77,100
19090,Week59,Competitor2,Region41,62,26,93,92,97,97,93,49,4,22,13,10,66,57,2,37,16,44,69
19091,Week60,Competitor2,Region41,34,74,8,80,53,16,61,85,97,60,75,96,31,58,70,60,24,59,81
19092,Week61,Competitor2,Region41,19,11,63,41,33,59,8,24,15,21,67,4,82,5,34,89,69,72,88
19093,Week62,Competitor2,Region41,22,74,24,4,34,46,40,39,81,14,20,33,33,15,67,56,5,36,13
19094,Week63,Competitor2,Region41,26,89,75,71,33,38,96,42,28,71,4,56,4,52,48,62,42,79,64
19095,Week64,Competitor2,Region41,64,55,2,52,47,60,98,83,94,23,51,24,4,1,85,84,43,43,54
19096,Week65,Competitor2,Region41,27,89,70,43,22,42,42,42,54,50,61,31,6,20,36,100,67,64,96
19097,Week66,Competitor2,Region41,59,9,42,33,99,33,45,28,45,57,67,65,61,30,36,23,34,95,34
19098,Week67,Competitor2,Region41,25,72,34,45,28,63,11,60,40,85,40,20,16,82,35,29,69,51,27
19099,Week68,Competitor2,Region41,35,52,35,43,31,51,77,32,53,86,86,90,61,78,8,30,50,73,54
19100,Week69,Competitor2,Region41,38,23,34,16,33,68,90,82,40,71,20,16,77,70,63,28,4,59,55
19101,Week70,Competitor2,Region41,83,36,58,7,80,89,7,55,58,3,87,21,7,87,88,2,30,71,81
19102,Week71,Competitor2,Region41,22,53,45,76,37,14,23,30,50,28,18,80,76,73,25,23,59,91,51
19103,Week72,Competitor2,Region41,64,63,97,0,69,18,4,87,26,48,61,73,1,94,55,0,81,68,9
19104,Week73,Competitor2,Region41,26,75,80,19,87,82,84,49,100,40,32,97,23,88,68,26,68,77,71
19105,Week74,Competitor2,Region41,66,30,29,39,17,82,21,67,35,7,74,92,66,83,84,55,16,65,1
19106,Week75,Competitor2,Region41,20,41,63,40,5,24,75,46,3,37,15,50,71,70,90,80,69,99,49
19107,Week76,Competitor2,Region41,77,93,24,39,15,45,61,99,86,59,19,71,12,80,24,1,81,14,37
19108,Week77,Competitor2,Region41,76,11,65,88,92,24,46,13,59,29,87,93,15,31,36,90,8,46,2
19109,Week78,Competitor2,Region41,26,40,70,84,65,39,41,25,40,27,13,6,45,24,3,9,7,84,46
19110,Week79,Competitor2,Region41,64,85,2,77,14,22,69,38,73,58,10,80,61,43,0,7,70,46,93
19111,Week80,Competitor2,Region41,32,14,94,60,69,21,57,45,59,1,34,27,14,9,1,73,29,69,8
19112,Week81,Competitor2,Region41,13,30,68,41,70,82,1,52,64,31,24,82,1,14,3,52,45,68,85
19113,Week82,Competitor2,Region41,66,71,100,38,89,13,99,70,4,50,64,62,81,96,46,31,68,97,57
19114,Week83,Competitor2,Region41,1,85,60,98,82,1,68,3,93,44,23,93,27,33,36,26,4,66,39
19115,Week84,Competitor2,Region41,18,59,19,46,56,99,95,18,86,94,27,60,72,23,67,80,76,73,77
19116,Week85,Competitor2,Region41,26,29,27,48,13,39,23,30,71,90,61,88,72,59,70,48,28,18,15
19117,Week86,Competitor2,Region41,82,23,92,73,77,91,68,14,38,2,1,5,42,24,8,22,29,18,95
19118,Week87,Competitor2,Region41,45,85,59,96,79,35,23,70,35,35,24,64,27,78,5,74,96,64,73
19119,Week88,Competitor2,Region41,35,58,56,75,6,70,63,37,37,26,64,81,41,51,2,98,100,36,56
19120,Week89,Competitor2,Region41,48,68,92,96,36,1,30,86,4,77,21,7,48,69,22,56,41,74,82
19121,Week90,Competitor2,Region41,80,90,3,25,40,96,41,80,64,32,19,62,75,11,32,36,15,96,100
19122,Week91,Competitor2,Region41,75,6,40,79,7,32,78,40,62,33,8,30,63,92,58,36,85,99,24
19123,Week92,Competitor2,Region41,15,15,64,51,38,97,73,50,4,11,87,77,0,14,66,17,29,97,1
19124,Week93,Competitor2,Region41,39,28,68,27,37,5,92,45,59,3,78,27,85,100,78,27,24,24,84
19125,Week94,Competitor2,Region41,41,75,77,33,22,11,87,48,21,89,78,69,29,9,55,55,90,70,28
19126,Week95,Competitor2,Region41,65,20,25,89,60,75,55,81,64,91,82,7,27,25,10,30,37,4,27
19127,Week96,Competitor2,Region41,66,28,26,16,54,24,34,40,83,30,81,26,10,26,67,100,83,11,44
19128,Week97,Competitor2,Region41,98,44,57,91,21,69,46,94,1,22,9,15,88,28,34,26,85,21,41
19129,Week98,Competitor2,Region41,89,48,32,3,59,72,30,32,16,52,68,85,39,9,44,38,21,97,25
19130,Week99,Competitor2,Region41,28,59,58,61,17,14,23,40,71,74,55,3,83,28,39,94,25,24,40
19131,Week100,Competitor2,Region41,71,47,67,71,24,73,3,69,2,55,15,3,17,6,79,82,67,32,27
19132,Week101,Competitor2,Region41,83,16,57,35,20,73,100,76,86,51,49,57,47,56,75,15,71,27,19
